organisation_number,company_name,Kommune,Fylke,n_employees
973710079,COLOSSEUMKLINIKKEN AS AVD GULSKOGEN,Drammen,Viken,2
973710257,VESTFOLD EIENDOMSMEGLING AS,Tønsberg,Vestfold og Telemark,9
973710303,CENTRUM BIRKEDAL TRAFIKKSKOLE AS,Tønsberg,Vestfold og Telemark,1
973710737,MEDCO BHT AVD PSH,Haugesund,Rogaland,4
973710745,TUBOSCOPE MACHINING SERVICES AS AVD PRODUKSJON TANANGER,Sola,Rogaland,2
973710842,KIRKENES TAXI AS,Sør-Varanger,Troms og Finnmark - Romsa ja Finnmárku,1
973710869,QVALE SVEIN,Frogn,Viken,2
973711067,FROSTA AVLØSERLAG SA,Frosta,Trøndelag - Trööndelage,2
973711768,NORGES ARKTISKE STUDENTSAMSKIPNAD AVD ADM HARSTAD,Harstad,Troms og Finnmark - Romsa ja Finnmárku,7
973711792,HARSTAD KULTURHUS AS,Harstad,Troms og Finnmark - Romsa ja Finnmárku,14
973712586,KJEVEORTOPED TONJE VAREIDE AS,Gran,Innlandet,3
973713043,TANNLEGE EIVIND SUNDSVOLD AS,Harstad,Troms og Finnmark - Romsa ja Finnmárku,1
973713175,STIFTELSEN SØR TROMS MUSEUM AVD HARSTAD,Harstad,Troms og Finnmark - Romsa ja Finnmárku,6
973713671,BEDRIFTSAKADEMIET AS,Bærum,Viken,1
973713787,SCHÆFFER LENE M TANNLEGE,Nordre Follo,Viken,1
973714643,CARLINGS ÅLESUND AVD 521,Ålesund,Møre og Romsdal,3
973714651,BIK BOK SØRLANDSSENTERET AVD 607,Kristiansand,Agder,7
973714678,CARLINGS TØNSBERG AVD 517,Tønsberg,Vestfold og Telemark,4
973714686,CARLINGS DOWN TOWN AVD 516,Porsgrunn,Vestfold og Telemark,6
973714716,CARLINGS BOGSTADVEIEN AVD 502,Oslo,Oslo,2
973714724,CARLINGS TORVBYEN AVD 514,Fredrikstad,Viken,5
973714732,CARLINGS VESTKANTEN AVD 513,Bergen,Vestland,4
973714767,CARLINGS STRØMMEN AVD 511,Lillestrøm,Viken,8
973714805,CARLINGS KVADRAT AVD 507,Sandnes,Rogaland,3
973714813,CARLINGS METRO AVD 506,Lørenskog,Viken,1
973715739,TANNHELSEHUSET HAUGESUND AS AVD STRANDGATEN,Haugesund,Rogaland,16
973715801,SAMARBEIDSUTVIKLING NORGE AS,Haugesund,Rogaland,3
973716042,TYSSE FABRIKKUTSALG AS,Samnanger,Vestland,4
973716573,SØRMEGLEREN AS AVD LYNGDAL,Lyngdal,Agder,3
973716689,REINUM TRADING AS,Arendal,Agder,1
973716727,SANDAA GARTNERI,Meløy,Nordland,2
973718371,CICERO SENTER FOR KLIMAFORSKNING,Oslo,Oslo,2
973718517,NES TAXISENTRAL AS,Ringsaker,Innlandet,3
973719025,KJELDBAKKEN FAMILIEBARNEHAGE,Ringsaker,Innlandet,5
973721887,SVELVIK MASKIN AS,Drammen,Viken,1
973722018,SKANDINAVISK HELSESOL A S,Drammen,Viken,1
973722182,ASKIM KINOTEATER,Indre Østfold,Viken,9
973722662,MAGNUSSEN EUROSKO BUSKERUD STORSENTER,Drammen,Viken,8
973722670,MAGNUSSEN EUROSKO LIERTOPPEN,Lier,Viken,8
973722751,"NORLI AS AVD MAGASINET, DRAMMEN",Drammen,Viken,1
973722840,STRØMSGODSET TOPPFOTBALL,Drammen,Viken,56
973723251,OPEN HEART TROSBUDBRINGEREN STIFTELSE,Drammen,Viken,2
973723723,SALONG AUD,Grimstad,Agder,2
973723979,ROGALAND KRANSKOLE,Gjesdal,Rogaland,5
973725033,NAMA MANAGEMENT & EVENTS AS,Oslo,Oslo,3
973725637,JOHANSEN TRAFIKKSKOLE AS,Kongsberg,Viken,4
973726013,VITTINGEN KULTURHUS SA,Kongsberg,Viken,1
973726080,HÅR DESIGN FRISØR AS,Kongsberg,Viken,7
973726137,KONGSBERG JAZZFESTIVAL,Kongsberg,Viken,6
973726919,DET ISLAMSKE KULTURSENTER I OSLO,Oslo,Oslo,4
973728385,HOLE UTBYGGING OG EIENDOMSSELSKAP MØLLEGÅRDEN,Ringerike,Viken,2
973728652,TANNLEGE KLAUS ÅNERUD AS,Kongsvinger,Innlandet,4
973728792,TANNLEGE ANTHONY NORDBØ AS,Stavanger,Rogaland,3
973729268,TELIA NORGE AS TELIA AVD KVADRAT,Sandnes,Rogaland,6
973729403,SANDNES KIRKELIGE FELLESRÅD,Sandnes,Rogaland,4
973729489,FJOTLAND JAN ERIK AS,Stavanger,Rogaland,1
973729527,AIBEL AS AVD ASKER,Asker,Viken,7
973730223,TANNLEGE ARNE SKUMSNES,Sandnes,Rogaland,3
973730320,MELING MARIT OLIV,Sandnes,Rogaland,1
973730355,KICKS NORGE AS AVD 669 KVADRAT,Sandnes,Rogaland,4
973731017,BALDERKLINIKKEN AS,Oslo,Oslo,8
973731106,NARVESEN BUTIKKEN 500,Oslo,Oslo,6
973731270,TERRA NOVA SCANDINAVIA AS,Oslo,Oslo,9
973731467,VITA BREKSTAD 1703,Ørland,Trøndelag - Trööndelage,3
973731505,VITA AVD 1115,Oslo,Oslo,2
973731513,VITA AVD 1566 KVADRAT KJØPESENTER,Sandnes,Rogaland,3
973731521,VITA AVD 1804,Vefsn,Nordland,4
973732269,NESBYEN AUTO AS AVD SALG,Nesbyen,Viken,4
973732412,NOREA MEDIEMISJON,Kristiansand,Agder,1
973732897,APOTEK 1 SØRLANDSSENTERET,Kristiansand,Agder,9
973733427,DIN REKRUTTERING AS,Bærum,Viken,1
973733842,GRØNDALEN UTVIKLING SOLSIDEN HYTTEGREND,Hemsedal,Viken,1
973734962,AZIZ SHAHID,Oslo,Oslo,1
973735748,RIPE EIENDOM AS.,Sunnfjord,Vestland,1
973735780,LEIRPOLL BJØRN,Sunnfjord,Vestland,2
973736574,HARALD MARTINUSSEN TAXI,Vardø,Troms og Finnmark - Romsa ja Finnmárku,1
973738321,ÅHAMNA RORBUER AS,Moskenes,Nordland,4
973738763,ULLERN TENNISKLUBB,Oslo,Oslo,3
973738836,CASA EIENDOM AS,Oslo,Oslo,2
973740008,GRAND HOTEL ÅSGÅRDSTRAND,Horten,Vestfold og Telemark,16
973740245,ÅSGÅRDSTRAND AUTOSERVICE AS,Horten,Vestfold og Telemark,3
973740520,EIENDOMSMEGLER 1 BV AS AVD SANDEFJORD,Sandefjord,Vestfold og Telemark,5
973742299,MISJONSKIRKEN BETEL MJØNDALEN,Drammen,Viken,1
973743414,NHO MAT OG DRIKKE,Oslo,Oslo,1
973743430,PROJECT COMPETENCE A S,Bærum,Viken,1
973743589,MOXTEX AS,Oslo,Oslo,5
973743856,SILSETH KNUT OVE,Oslo,Oslo,3
973744240,NORSK STÅL AS AVD HAUGESUND,Haugesund,Rogaland,1
973744984,FRANZEFOSS GJENVINNING AS AVD FORUS,Stavanger,Rogaland,4
973747452,NARVESEN 524 OSLO,Oslo,Oslo,1
973747622,KIKUTSTUA AS,Oslo,Oslo,2
973747770,LYNNEBAKKEN A & SØNN V. OLAV LYNNEBAKKEN,Gran,Innlandet,1
973747789,TANNLEGE KJERSTI ABRAHAMSEN AS,Molde,Møre og Romsdal,3
973747959,KIROPRAKTORSENTERET I VOLDA AS,Volda,Møre og Romsdal,2
973748041,A VÅGE AS,Volda,Møre og Romsdal,4
973752901,PREUS PRO LAB AS,Horten,Vestfold og Telemark,3
973752979,FOTBALLKLUBBEN ØRN,Horten,Vestfold og Telemark,6
973753339,ZOE KIRKEN,Fredrikstad,Viken,3
973753517,NIVENTUS CONSULT AS,Lom,Innlandet,1
973753584,LOM VASKERI AS,Lom,Innlandet,2
973754181,THAGEN HOLDING AS,Nordre Land,Innlandet,1
973754238,GRØNLUND GEIR,Ringerike,Viken,2
973754645,ELLING H TUFT & SOKNA NATUR- OG GÅRDSBARNEHAGE,Ringerike,Viken,6
973754866,STIFTELSEN NESTOR SENIORUTVIKLING,Sandefjord,Vestfold og Telemark,9
973755323,FRISKE TØNSBERG DA,Tønsberg,Vestfold og Telemark,1
973755692,RINGERIKE MEDISINSKE SENTER- LEGESENTER AS,Ringerike,Viken,8
973756184,AFRODITE Kate Andersson,Modum,Viken,1
973756702,SYNSAM GROUP NORWAY AS AVD STORSLETT,Nordreisa,Troms og Finnmark - Romsa ja Finnmárku,4
973756958,LILLESTRØM KULTURFORUM,Lillestrøm,Viken,19
973757024,OPAS INKASSO,Fredrikstad,Viken,1
973757075,TANNLEGESENTERET PÅ ROMERIKS- KLINIKKEN AS,Lillestrøm,Viken,6
973757660,SKEDSMOKORSET LEGESENTER AS,Lillestrøm,Viken,6
973757997,NORSK FOLKEHJELP HAUGALAND,Haugesund,Rogaland,1
973759213,AS MEDISINSK PHOTOTERAPIE,Sandefjord,Vestfold og Telemark,2
973759736,BRASTAD BILBERGING AS,Lier,Viken,10
973760009,SYDHAVSREISER LET'S TRAVEL AS,Skien,Vestfold og Telemark,5
973760289,BJØRN MAGNE LER,Melhus,Trøndelag - Trööndelage,1
973760793,ULLEVÅL STADION TANNKLINIKK AS,Oslo,Oslo,1
973761471,EGGE NILS,Oslo,Oslo,1
973761854,GRØNHAUG ØYSTEIN A,Karmøy,Rogaland,1
973761862,DAMM ERLING AS,Karmøy,Rogaland,1
973762338,TANNLEGE PER HJERMANN AS AVD ÅHEIM,Vanylven,Møre og Romsdal,3
973762702,BRYNJAR HERLAND AS,Larvik,Vestfold og Telemark,3
973762877,LEGEGRUPPEN AS,Larvik,Vestfold og Telemark,2
973763865,LØNE MASKIN OG TRANSPORT AS,Voss,Vestland,8
973764136,SÆLE NOROLF,Øygarden,Vestland,1
973764632,NÆSTVOLD ALF E LEGEKONTOR,Hole,Viken,1
973764713,TYRIFJORD GOLFKLUBB,Hole,Viken,2
973764802,KAFE KAMPUS GRIMSTAD,Grimstad,Agder,12
973764829,NOVARE AS,Grimstad,Agder,1
973764934,AUKRA OVERNATTING AS,Aukra,Møre og Romsdal,1
973765930,MONA GRUDT AS,Trondheim,Trøndelag - Trööndelage,1
973766120,TOR JØRGEN BENTERUD,Holmestrand,Vestfold og Telemark,1
973766201,ZAVANNA TILLER AVD 510,Trondheim,Trøndelag - Trööndelage,5
973766236,ZAVANNA VALENTINLYST AVD 509,Trondheim,Trøndelag - Trööndelage,4
973766791,KIROPRAKTOR LARS DRAGLAND AS,Sortland - Suortá,Nordland,3
973766791,KIROPRAKTOR LARS DRAGLAND AS,Sortland,Nordland,3
973769782,ALPINANLEGGENES LANDSFORENING,Oslo,Oslo,1
973769952,BRUNSTAD CHRISTIAN CHURCH,Oslo,Oslo,9
973770225,OS HELSEPARK AS,Bjørnafjorden,Vestland,24
973770764,FLINT TØNSBERG AIL,Tønsberg,Vestfold og Telemark,10
973770934,TRONDHEIM REGNSKAPSKONTOR AS AVD TRONDHEIM,Trondheim,Trøndelag - Trööndelage,1
973770942,DENT AS,Trondheim,Trøndelag - Trööndelage,7
973770977,TRONDHEIM KURS OG KOMPETANSESENTER,Trondheim,Trøndelag - Trööndelage,1
973771078,ESPINHO AS,Trondheim,Trøndelag - Trööndelage,4
973771396,BRAZZ BROS AS,Ålesund,Møre og Romsdal,3
973771450,PENSJONAT JARLEN DRIFT AS,Trondheim,Trøndelag - Trööndelage,6
973772090,BEDRIFTSKOMPETANSE AS AVD BODØ,Bodø,Nordland,6
973772546,TØNSBERG SEILFORENING,Færder,Vestfold og Telemark,2
973772562,TØNSBERG OG NØTTERØY TRAFIKKSKOLE DA,Færder,Vestfold og Telemark,2
973772724,TANNLEGE KYNSVEEN AS,Alstahaug,Nordland,5
973773038,NIELCO AS AVD EIENDOMSFORVALTNING,Oslo,Oslo,1
973773763,HG SUPPORT AS,Hareid,Møre og Romsdal,2
973774255,VEKTERTJENESTEN ÅLESUND AS,Ålesund,Møre og Romsdal,2
973774298,VIKA LEGESENTER,Ålesund,Møre og Romsdal,2
973774611,BLINDHEIM TANNLEGESENTER AS,Ålesund,Møre og Romsdal,7
973774719,ODEON KINO AS AVD SARPSBORG,Sarpsborg,Viken,22
973775677,TANNLEGE SVERRE ELDRUP AS,Bergen,Vestland,5
973775847,OPTIMUM AS,Bergen,Vestland,9
973775928,KNUT NYGAARDS DØDSBO,Larvik,Vestfold og Telemark,1
973775979,HEYNS FYSIKALSKE INSTITUTT AS,Larvik,Vestfold og Telemark,4
973776444,BEDRIFTSHELSE1 ODDA,Ullensvang,Vestland,2
973776932,ALFA TRAVEL AS,Øvre Eiker,Viken,4
973777416,SOHLBERG & TOFTENES AS,Bærum,Viken,1
973778919,KORVETTEN TANNKLINIKK AS,Porsgrunn,Vestfold og Telemark,5
973778927,NORD TAKSERING AS,Porsgrunn,Vestfold og Telemark,3
973778986,ADD WELLFLOW AS,Bærum,Viken,4
973779095,W & H NORDIC AB V/ IVAR ENERSEN,Lier,Viken,1
973779192,MARINE RÅDGIVNINGSTJENESTER AS,Ålesund,Møre og Romsdal,1
973779370,STABEKK TENNISKLUBB,Bærum,Viken,6
973781170,PER WEUMS TRAFIKKSKOLE AS,Lørenskog,Viken,1
973781480,SLEMDAL TANNLEGE SENTER,Oslo,Oslo,2
973782770,ODD H OLSEN,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,1
973783548,GALLERI FORMAT,Oslo,Oslo,5
973783580,SINGH EKSPRESS REISEBYRÅ AS,Oslo,Oslo,2
973783696,EIENDOMSNØKKELEN AS,Oslo,Oslo,3
973783815,OTRA NORGE AS AVD BERGEN,Bergen,Vestland,1
973784021,EUREKA KIROPRAKTIKK SKIEN PORSGRUNN BØ,Skien,Vestfold og Telemark,3
973784072,ODDS BALLKLUBB,Skien,Vestfold og Telemark,54
973784366,SKIEN MISJONSKIRKE,Skien,Vestfold og Telemark,5
973784668,ODEON KINO AS AVD SKIEN,Skien,Vestfold og Telemark,14
973785184,"RØISE LARS PETTER ""KAFFEHUSET""",Skien,Vestfold og Telemark,2
973785354,DANOCO AS,Drammen,Viken,1
973785613,PER KAALD AS,Modum,Viken,1
973785796,KILDEHUSET MODUM BADS KURS OG KOMPETANSESENTER,Modum,Viken,9
973787403,MØRE EIENDOMSMEGLING AS AVD MOLDE,Molde,Møre og Romsdal,2
973789457,HAMMER TILHENGERSENTER AS AVD TRONDHEIM,Skaun,Trøndelag - Trööndelage,2
973789732,TAXIBUSSER ALTA AS,Alta,Troms og Finnmark - Romsa ja Finnmárku,3
973790560,STORO OG NYDALEN MENSENDIECK- FYSIOTERAPI AS,Oslo,Oslo,2
973790595,TEAM TECH AS,Oslo,Oslo,2
973790978,NARVESEN BUTIKKEN 126 MARTN SENTERET,Elverum,Innlandet,2
973791338,STIG ARNE STENHAUG,Stange,Innlandet,1
973791362,KRAGERØ LEGESENTER DA,Kragerø,Vestfold og Telemark,2
973791877,AMUND GRINDALEN,Elverum,Innlandet,1
973792245,TANNKLINIKKEN NANSETGATA AS,Larvik,Vestfold og Telemark,3
973792342,ADVOKAT SVEIN DRANGEID AS,Larvik,Vestfold og Telemark,1
973793721,STOA MASKIN AS,Arendal,Agder,2
973794221,KORSEGÅRDEN,Ås,Viken,1
973794302,SKJEMSTAD KJELL IVAR,Lunner,Viken,1
973795201,HOBÆK BJØRN,Porsgrunn,Vestfold og Telemark,1
973795260,EIENDOMSMEGLER 1 LILLEHAMMER OG GUDBRANDSDAL AS,Lillehammer,Innlandet,9
973795309,BJØRSTAD HOLDING AS,Lillehammer,Innlandet,2
973796011,DRUEKLASEN AS,Oslo,Oslo,6
973796089,CASPERSEN JUDITH SOFIE TANNLEGE,Oslo,Oslo,1
973796798,PROFILES INTERNATIONAL NORWAY AS,Oslo,Oslo,2
973796909,EMIT AS,Oslo,Oslo,4
973796941,ALTER EGO GRUPPEN AS,Oslo,Oslo,3
973798367,SEABROKERS SERVICES AS,Stavanger,Rogaland,8
973798731,BONAFIDE TRANSLATØRBYRÅ AS,Stavanger,Rogaland,1
973799991,MYRVÅG HELSESENTER,Herøy,Møre og Romsdal,1
973799991,MYRVÅG HELSESENTER,Herøy (Møre og Romsdal),Møre og Romsdal,1
973800310,TANNLEGE IRIS MARIE STØLAN,Alver,Vestland,3
973800450,EIKANGER HAGESENTER AS,Alver,Vestland,1
973801724,GUNVOR ELDE,Bergen,Vestland,1
973802046,LANDBRUKSTJENESTER TELEMARK SA AVD HJARTDAL,Hjartdal,Vestfold og Telemark,9
973802062,ODFJELL DRILLING MANAGEMENT AS,Bergen,Vestland,59
973802135,GROVENS GARTNERI V/MILDRID JERPSTAD,Orkland,Trøndelag - Trööndelage,2
973802852,FASHION HOLDING AS -,Asker,Viken,1
973805347,HEIA! AS,Skien,Vestfold og Telemark,2
973805592,STRANNA TAXI V JAN ROBERT ERIKSEN,Drangedal,Vestfold og Telemark,1
973806068,DOVRE SERTIFISERING AS,Stavanger,Rogaland,1
973806297,NORGESTAXI STAVANGER AS,Stavanger,Rogaland,1
973806815,TANNLEGE GEIR TIDEMANN,Stavanger,Rogaland,5
973807366,TANNLEGE GEIR J BØE AS,Sola,Rogaland,1
973807781,CENTRUM - TANNKLINIKK AS,Narvik,Nordland,3
973807870,LAKSAA AS,Narvik,Nordland,3
973808826,TANNLEGE ERIK NILSEN AS,Risør,Agder,3
973810057,ISHAVSBYEN BEDRIFTSHELSETJENESTE SA,Tromsø,Troms og Finnmark - Romsa ja Finnmárku,6
973810081,DENTALTEKNIKK ARENDAL Kari Meyer,Arendal,Agder,1
973810901,INSEA QUALITY SERVICES AS,Bergen,Vestland,2
973811142,ANNE-LISE ELIDE,Kinn,Vestland,2
973811797,KVITO AS AVD VINJE,Vinje,Vestfold og Telemark,1
973811800,RAULAND TURIST A/S,Vinje,Vestfold og Telemark,1
973812157,DRØBAK FROGN IDRETTSLAG,Frogn,Viken,7
973812963,TANNLEGE JOHNNY BJØRNSEN AS,Grimstad,Agder,3
973814583,ECKHOFFS AS,Løten,Innlandet,2
973814648,TRAFIKKSKOLESENTERET V/STEIN RØNNINGEN,Tynset,Innlandet,1
973814915,ØDEGÅRD A/S,Ål,Viken,2
973815555,NY LINJE AS,Kristiansand,Agder,1
973815571,ORION AS,Senja,Troms og Finnmark - Romsa ja Finnmárku,1
973815717,DU GODESTE AS AVD ADMINISTRASJON,Oslo,Oslo,8
973815970,AVFALL NORGE,Oslo,Oslo,1
973816187,ATEC AS,Time,Rogaland,1
973816500,ADVOKATENE PÅ STORKAIA DA,Kristiansund,Møre og Romsdal,3
973816535,GUDS MENIGHET VEGÅRSHEI,Vegårshei,Agder,4
973816691,FOLLAND PER EINAR,Kristiansund,Møre og Romsdal,1
973817205,TANNLEGE DAG KRISTIANSEN AS,Saltdal,Nordland,2
973817582,CLINIQUE ANDENÆS AS,Moss,Viken,1
973817655,LØTEN FYSIOTERAPI DA,Løten,Innlandet,1
973817701,SJODALEN HYTTETUN OG CAMPING AS,Vågå,Innlandet,1
973818376,PIZZA FJOSET,Midt-Telemark,Vestfold og Telemark,10
973818465,FILADELFIAMENIGHETEN EYDEHAVN,Arendal,Agder,1
973819410,FROLAND MISJONSKIRKE,Froland,Agder,1
973819879,RISSA FRISØRTEAM AS,Indre Fosen,Trøndelag - Trööndelage,9
973820192,TAKSTFORUM MIDT-NORGE AS,Namsos,Trøndelag - Trööndelage,5
973820559,SENAB EIKELAND SØR AS AVD ARENDAL,Arendal,Agder,6
973820672,SHELL ØSTRE,Namsos,Trøndelag - Trööndelage,6
973820737,OLSEN OLE BRUUN AS,Namsos,Trøndelag - Trööndelage,2
973821067,BABYSHOP AS AVD 8,Lørenskog,Viken,5
973821679,JOHANSEN JØRGEN ALNE KJEVEORTOPEDISK KLINIKK,Vefsn,Nordland,3
973821717,G-SPORT MOSJØEN AS,Vefsn,Nordland,5
973822144,DALDORFF TANNHELSEKLINIKK AS,Sør-Varanger,Troms og Finnmark - Romsa ja Finnmárku,3
973822381,KIRKENES TRAFIKKSENTER AS,Sør-Varanger,Troms og Finnmark - Romsa ja Finnmárku,4
973822411,SCANVULK AS EGNEHJEMSVEI 14,Sør-Varanger,Troms og Finnmark - Romsa ja Finnmárku,2
973822438,ASKER SENTRUM A/S,Asker,Viken,1
973823043,KICKS NORGE AS AVD 614 TREKANTEN SENTER ASKER,Asker,Viken,3
973823213,TICKET FERIEREISER AS AVD SKI,Nordre Follo,Viken,3
973823876,NORDIC BLACK THEATRE,Oslo,Oslo,19
973823930,RODELØKKA STUDIO AS,Oslo,Oslo,1
973824422,HANSEN KAI ROALD,Lillesand,Agder,6
973824724,AUTOMAT- OG BILJARD UTLEIE AS,Oslo,Oslo,2
973825658,KYSTBEDRIFTENES HELSETJENESTE,Kinn,Vestland,3
973825720,TANNLEGE JENS-ROAR EIKAASEN,Ulstein,Møre og Romsdal,1
973826255,NARVESEN BUTIKKEN 168 METRO,Lørenskog,Viken,2
973826549,TRYSIL-KNUT HOTELL,Trysil,Innlandet,2
973826603,KNETTSETRA A/S,Trysil,Innlandet,35
973826751,VERANDA BERGEN AS,Askøy,Vestland,11
973827391,MYHRE SMIE AS,Nordre Land,Innlandet,4
973828118,SALUTIS HMS AS AVD BERGEN,Bergen,Vestland,6
973828207,VIGMOSTAD & BJØRKE AS AVD BERGEN,Bergen,Vestland,17
973828762,HANDICARE AS AVD HOVEDKONTOR,Moss,Viken,1
973828819,WALLENBORG DESIGN AS,Moss,Viken,1
973828924,THE AMERICAN COLLEGE OF NORWAY,Moss,Viken,5
973830139,AS AUTO-TRADE SERVICE,Arendal,Agder,1
973830244,DEN EVANGELISK LUTHERSKE FRIKIRKE TVEIT MENIGHET,Kristiansand,Agder,3
973830554,THON KJØPESENTER SØR AS AMFI VÅGSBYGD,Kristiansand,Agder,1
973830759,KRISTIANSAND SANITETSFORENING,Kristiansand,Agder,1
973830791,KRISTIANSANDS TURNFORENING,Kristiansand,Agder,47
973832395,EVANGELIETELTET STIFTELSE,Kristiansand,Agder,1
973832468,RANDESUND MISJONSMENIGHET,Kristiansand,Agder,3
973832751,SØRLANDSKIRKEN,Arendal,Agder,2
973832875,TANNLEGE UNNI ENGEBRETSEN BRYN AS,Arendal,Agder,5
973833499,TANNLEGE GUNNAR STEINSVOLL AS,Sel,Innlandet,2
973833588,KIROPRAKTOR ELLING JØRGENSEN AS,Tønsberg,Vestfold og Telemark,1
973833634,TUDDAL HØYFJELLSHOTELL AS,Hjartdal,Vestfold og Telemark,11
973833715,RENNEBUMARTNAN AS,Rennebu,Trøndelag - Trööndelage,1
973834681,LILLEHAMMER TANNHELSE AVD. FÅVANG,Ringebu,Innlandet,2
973834754,KVITFJELL HOTEL AS,Ringebu,Innlandet,6
973835645,HOLMELY OMSORG OG RETREAT,Kinn,Vestland,1
973837923,LANGSET MEK AS AVD SUNNDALSØRA,Sunndal,Møre og Romsdal,7
973838059,MARGARET HAUGNES RYGG,Sør-Odal,Innlandet,3
973838482,A NIELSEN TRAFIKKSKOLE AS,Notodden,Vestfold og Telemark,2
973840347,BDO AS AVD BERGEN,Bergen,Vestland,10
973840363,STAGEWAY TALENT AS,Bergen,Vestland,11
973841483,6. SANS TRAVEL AS,Oslo,Oslo,3
973842706,AKERSHUS EIENDOM AS,Oslo,Oslo,7
973842919,ARTHAUS STIFTELSEN FOR FILMKUNST,Oslo,Oslo,5
973843192,KICKS NORGE AS AVD 655 KICKS MAGASINET DRAMMEN,Drammen,Viken,3
973843672,SAGA BHT AS AVD ST. JOSEPH,Drammen,Viken,4
973844520,"ADV SCHADE RIVRUD HAALAND,LYNGÅS DA",Drammen,Viken,1
973844660,NARVESEN BUTIKK 451,Kragerø,Vestfold og Telemark,1
973844725,KRAGERØTANNLEGENE NÆSS OG HEGDAHL,Kragerø,Vestfold og Telemark,2
973844784,KRAGERØ ASSURANSE AS,Kragerø,Vestfold og Telemark,3
973844806,ADVOKATFIRMAET HVATTUM AS,Kragerø,Vestfold og Telemark,1
973844830,LØVSTAD SKOLE AS,Kragerø,Vestfold og Telemark,1
973845357,KINO LIERTOPPEN AS,Lier,Viken,1
973845462,VOLVO TRUCK CENTER AVD HØNEFOSS,Ringerike,Viken,1
973845578,LEARN AS AVD LIER,Lier,Viken,17
973846825,FAGERNES KJØTT A/S,Etnedal,Innlandet,5
973847031,TREN MOA,Ålesund,Møre og Romsdal,26
973847554,SALONG CHERIE AS,Hadsel,Nordland,2
973847864,CYVIZ AS,Sandnes,Rogaland,23
973848356,NOR-RENHOLD AS,Øygarden,Vestland,2
973849255,JOAR SOLBERG TRAFIKKSKULE AS,Sogndal,Vestland,3
973850164,FOSSUM TRANSPORT AS,Melhus,Trøndelag - Trööndelage,1
973850288,MIKI TRAVEL AS,Bærum,Viken,18
973851713,ULOBA - INDEPENDENT LIVING NORGE SA,Drammen,Viken,137
973851772,SIMULATION PROJECT I AS,Oslo,Oslo,1
973852051,GRORUD LEGESENTER DA,Oslo,Oslo,2
973852183,KVINESDAL IDRETTSLAG,Kvinesdal,Agder,1
973852515,INGVALD KYDLAND,Flekkefjord,Agder,2
973852523,SYNSAM GROUP NORWAY AS AVD GRORUD,Oslo,Oslo,3
973852639,HANS JØRGEN FISKAADAL AS,Kristiansand,Agder,4
973852671,VIKSTØL ØYSTEIN ADVOKAT,Kristiansand,Agder,1
973852825,PROPLAN REGNSKAP AS AVD KRISTIANSAND,Kristiansand,Agder,5
973853112,GUPEX AS,Oslo,Oslo,1
973853732,ELKJØP HELGELAND AS,Rana,Nordland,2
973853929,TAKSTTEKNIKK AS,Rana,Nordland,1
973854046,RANA TRAFIKKSKOLE AS,Rana,Nordland,3
973854135,HELLVIK HUS HELLVIK AS AVD HELLEVIK,Eigersund,Rogaland,1
973855891,STJERNESUND TORKILD,Lillestrøm,Viken,2
973856197,CLAIRE SHOP MARKENSGATE,Kristiansand,Agder,5
973856529,STAMINA HELSE AS AVD TØNSBERG,Tønsberg,Vestfold og Telemark,7
973856677,TANNLEGE THOMAS ARENTZ AS,Tønsberg,Vestfold og Telemark,4
973857118,FREDHEIM ARENA,Sandnes,Rogaland,4
973857436,AOF SØR-ROGALAND,Stavanger,Rogaland,1
973858483,AVLØYSARLAGET NORD-JÆREN SA,Sandnes,Rogaland,2
973858785,CUBUS BUSKERUD STORSENTER AVD 843,Drammen,Viken,7
973858793,CUBUS AMFISENTERET AKREHAMN AVD 869,Karmøy,Rogaland,6
973858807,CUBUS KLØFTA AVD 930,Eidsvoll,Viken,9
973858815,CUBUS SUNDT BERGEN AVD 879,Bergen,Vestland,20
973859307,ASKUS AS,Lillehammer,Innlandet,1
973859595,LILLEHAMMER MOTE AS,Lillehammer,Innlandet,3
973859684,THEVIT AS AVD BRISKEBY,Hamar,Innlandet,5
973859722,OLSEN JORID TINE,Skien,Vestfold og Telemark,2
973859757,SKIEN DALEN SKIPSSELSKAP AS,Skien,Vestfold og Telemark,6
973860186,TANNLEGE KRISTIAN AANDAHL AS,Tønsberg,Vestfold og Telemark,3
973860844,SNAP DRIVE RYEN,Oslo,Oslo,1
973862316,ROGALAND KUNSTMUSEUM,Stavanger,Rogaland,1
973862596,NFF ROGALAND,Stavanger,Rogaland,10
973862626,ROGALAND NATURVERN,Stavanger,Rogaland,3
973862707,STAVANGER SANITETSFORENING BO- OG AKTIVITETSSENTER,Stavanger,Rogaland,7
973862758,ZAVANNA STOKMARKNES AVD 670,Hadsel,Nordland,2
973862820,ZAVANNA BREKSTAD AVD 675,Ørland,Trøndelag - Trööndelage,4
973862871,ZAVANNA RØRVIK AVD 665,Nærøysund,Trøndelag - Trööndelage,5
973862901,ZAVANNA AMFI STEINKJER AVD 662,Steinkjer,Trøndelag - Trööndelage,5
973862936,ZAVANNA HELL AVD 640,Stjørdal,Trøndelag - Trööndelage,3
973862979,ZAVANNA HOKKSUND AVD 652,Øvre Eiker,Viken,4
